"it" "im" "dep" "meth" "out"
"288" 3 1 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"289" 3 1 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"290" 3 1 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"291" 3 1 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"292" 3 1 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"293" 3 1 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"294" 3 1 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"295" 3 2 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"296" 3 2 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"297" 3 2 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"298" 3 2 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"299" 3 2 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"300" 3 2 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"301" 3 2 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"302" 3 2 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"303" 3 2 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"304" 3 2 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"305" 3 2 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"306" 3 2 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"307" 3 2 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"308" 3 3 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"309" 3 3 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"310" 3 3 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"311" 3 3 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"312" 3 3 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"313" 3 3 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"314" 3 3 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"315" 3 3 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
"316" 3 3 "Coparent_item7_Father_Year5" "pmm" "Coparent_Total_Father"
"317" 3 3 "Coparent_item7_Mother_Year5" "pmm" "Coparent_Total_Mother"
"318" 3 3 "Coparent_item8_Mother_Year5" "pmm" "Coparent_Total_Mother"
"319" 3 3 "Coparent_Total_Mother" "pmm" "Coparent_Total_Father"
"320" 3 3 "Coparent_Total_Father" "pmm" "Coparent_Total_Mother"
"321" 3 4 "Coparent_item3_Father_Year5" "pmm" "Coparent_Total_Mother"
"322" 3 4 "Coparent_item3_Mother_Year5" "pmm" "Coparent_Total_Father"
"323" 3 4 "Coparent_item4_Father_Year5" "pmm" "Coparent_Total_Mother"
"324" 3 4 "Coparent_item4_Mother_Year5" "pmm" "Coparent_Total_Father"
"325" 3 4 "Coparent_item5_Father_Year5" "pmm" "Coparent_Total_Mother"
"326" 3 4 "Coparent_item5_Mother_Year5" "pmm" "Coparent_Total_Father"
"327" 3 4 "Coparent_item6_Father_Year5" "pmm" "Coparent_Total_Mother"
"328" 3 4 "Coparent_item6_Mother_Year5" "pmm" "Coparent_Total_Father"
